;index;Unnamed: 0.1;Unnamed: 0;mode;price;pbeach;ppier;pboat;pcharter;cbeach;cpier;cboat;ccharter;income
476;476;476;476;boat;166.21200000000002;42.282;42.282;166.21200000000002;201.212;0.0678;0.0789;0.0897;1.0905;5416.6667
477;477;477;477;boat;36.482;36.482;36.482;36.482;65.482;0.0678;0.0789;0.1643;0.5391;4583.332
478;478;478;478;charter;38.282;13.282;13.282;13.282;38.282;0.0678;0.0503;0.2601;0.5391;1249.9998
479;479;479;479;boat;24.882;97.812;97.812;24.882;48.882;0.1049;0.0451;0.0023;0.0046;2916.6666
480;480;480;480;boat;36.482;36.482;36.482;36.482;65.482;0.0678;0.0025;0.0499;0.2421;4583.332
481;481;481;481;charter;38.282;13.282;13.282;13.282;38.282;0.0678;0.0503;0.023;0.1648;1249.9998
482;482;482;482;charter;174.65599999999998;108.974;108.974;139.656;174.65599999999998;0.0678;0.0789;0.0559;0.6456;3749.9999
483;483;483;483;charter;123.374;216.216;216.216;88.374;123.374;0.5333;0.0069;0.0361;0.4216;2916.6666
484;484;484;484;boat;108.974;139.656;139.656;108.974;132.974;0.1049;0.0451;0.1574;0.4671;3749.9999
485;485;485;485;charter;112.374;113.256;113.256;88.374;112.374;0.1049;0.0451;0.0023;0.0046;2916.6666
486;486;486;486;pier;129.57399999999998;129.57399999999998;129.57399999999998;147.186;176.18599999999998;0.0678;0.0789;0.1643;0.5391;4583.332
487;487;487;487;charter;84.35;146.734;146.734;49.35;84.35;0.5333;0.0069;0.0361;0.4216;2083.3332
488;488;488;488;beach;87.814;87.814;87.814;87.814;112.814;0.0678;0.0503;0.2601;0.5391;3749.9999
489;489;489;489;charter;174.35;414.334;414.334;139.35;174.35;0.5333;0.4522;0.2413;1.0266;7083.3317
490;490;490;490;boat;104.414;94.35;94.35;104.414;133.414;0.0678;0.0789;0.1643;0.5391;4583.332
491;491;491;491;beach;66.654;66.654;66.654;81.46600000000001;110.466;0.0678;0.0789;0.1643;0.5391;3749.9999
492;492;492;492;charter;79.666;41.45399999999999;41.45399999999999;50.666;79.666;0.0678;0.0789;0.1643;0.5391;2083.3332
493;493;493;493;boat;104.454;351.496;351.496;104.454;139.454;0.5333;0.4522;0.0156;0.0058;6250.0013
494;494;494;494;pier;41.45399999999999;41.45399999999999;41.45399999999999;50.666;79.666;0.0678;0.0025;0.0499;0.2421;2083.3332
495;495;495;495;pier;91.854;91.854;91.854;112.266;141.266;0.0678;0.0789;0.0014;0.0029;5416.6667
496;496;496;496;charter;103.254;115.736;115.736;79.25399999999999;103.254;0.1049;0.0079;0.0613;0.3087;4583.332
497;497;497;497;charter;95.536;41.45399999999999;41.45399999999999;60.536;95.536;0.0678;0.0789;0.0559;0.6456;2083.3332
498;498;498;498;charter;90.036;50.666;50.666;60.536;90.036;0.0678;0.0052;0.0732;0.1726;2083.3332
499;499;499;499;charter;76.454;139.496;139.496;41.45399999999999;76.454;0.5333;0.4522;0.0156;0.0058;2083.3332
500;500;500;500;charter;139.454;351.496;351.496;104.454;139.454;0.5333;0.0069;0.0361;0.4216;6250.0013
501;501;501;501;pier;54.054;54.054;54.054;66.066;95.066;0.0678;0.0789;0.1643;0.5391;2916.6666
502;502;502;502;charter;89.054;181.896;181.896;54.054;89.054;0.5333;0.4522;0.2413;1.0266;2916.6666
503;503;503;503;charter;64.266;28.854;28.854;35.266;64.266;0.0678;0.0025;0.0499;0.2421;1249.9998
504;504;504;504;pier;23.736;23.736;23.736;23.736;42.236;0.2537;0.1498;0.0233;0.0219;416.66668
505;505;505;505;charter;51.254;54.696000000000005;54.696000000000005;16.254;51.254;0.5333;0.4522;0.0156;0.0058;416.66668
506;506;506;506;boat;35.266;28.854;28.854;35.266;64.266;0.0678;0.0789;0.0014;0.0029;1249.9998
507;507;507;507;charter;127.046;56.074;56.074;92.046;127.046;0.0678;0.0789;0.0102;0.0209;3749.9999
508;508;508;508;charter;101.674;260.406;260.406;66.67399999999999;101.674;0.5333;0.4522;0.0156;0.0058;4583.332
509;509;509;509;charter;112.274;301.806;301.806;77.274;112.274;0.5333;0.4522;0.1665;0.3975;5416.6667
510;510;510;510;boat;44.086000000000006;34.874;34.874;44.086000000000006;73.086;0.0678;0.0789;0.0971;0.1648;2083.3332
511;511;511;511;charter;80.074;92.046;92.046;56.074;80.074;0.1049;0.0451;0.0238;0.0468;3749.9999
512;512;512;512;boat;98.474;384.606;384.606;98.474;133.474;0.5333;0.4522;0.2413;1.0266;7083.3317
513;513;513;513;charter;101.674;260.406;260.406;66.67399999999999;101.674;0.5333;0.4522;0.0156;0.0058;4583.332
514;514;514;514;pier;34.874;34.874;34.874;44.086000000000006;73.086;0.0678;0.0789;0.0014;0.0029;2083.3332
515;515;515;515;beach;97.686;97.686;97.686;97.686;122.686;0.0678;0.0052;0.1491;0.2421;5416.6667
516;516;516;516;beach;44.086000000000006;44.086000000000006;44.086000000000006;44.086000000000006;69.086;0.0678;0.0503;0.2601;0.5391;2083.3332
517;517;517;517;charter;48.674;53.406000000000006;53.406000000000006;13.674;48.674;0.5333;0.4522;0.0156;0.0058;416.66668
518;518;518;518;charter;202.606;74.646;74.646;177.606;202.606;0.2537;0.1498;0.0531;0.0052;2916.6666
519;519;519;519;pier;144.246;144.246;144.246;144.246;162.746;0.2537;0.1498;0.0233;0.0219;6250.0013
520;520;520;520;charter;244.006;92.046;92.046;219.006;244.006;0.2537;0.1498;0.6817;2.3014;3749.9999
521;521;521;521;pier;136.20600000000002;136.20600000000002;136.20600000000002;34.874;69.874;0.5333;0.4522;0.1665;0.3975;2083.3332
522;522;522;522;boat;87.874;144.246;144.246;87.874;111.874;0.1049;0.0451;0.0023;0.0046;6250.0013
523;523;523;523;beach;56.074;56.074;56.074;70.88600000000001;99.886;0.0678;0.0789;0.1643;0.5391;3749.9999
524;524;524;524;charter;240.586;167.37400000000002;167.37400000000002;211.586;240.586;0.0678;0.0789;0.1643;0.5391;12499.998
525;525;525;525;charter;69.874;136.20600000000002;136.20600000000002;34.874;69.874;0.5333;0.0069;0.0361;0.4216;2083.3332
526;526;526;526;charter;101.674;260.406;260.406;66.67399999999999;101.674;0.5333;0.4522;0.2413;1.0266;4583.332
527;527;527;527;boat;87.874;343.206;343.206;87.874;122.874;0.5333;0.4522;0.1665;0.3975;6250.0013
528;528;528;528;charter;202.606;74.646;74.646;177.606;202.606;0.2537;0.1498;0.6817;2.3014;2916.6666
529;529;529;529;boat;68.77;233.818;233.818;68.77;103.77;0.5333;0.4522;0.2413;1.0266;3749.9999
530;530;530;530;charter;122.874;343.206;343.206;87.874;122.874;0.5333;0.4522;0.0051;1.0266;6250.0013
531;531;531;531;charter;91.074;219.006;219.006;56.074;91.074;0.5333;0.4522;0.2413;1.0266;3749.9999
532;532;532;532;pier;87.874;87.874;87.874;111.086;140.086;0.0678;0.0025;0.0499;0.2421;6250.0013
533;533;533;533;charter;80.47399999999999;177.606;177.606;45.474;80.47399999999999;0.5333;0.4522;0.0156;0.0058;2916.6666
534;534;534;534;boat;70.604;104.048;104.048;70.604;94.604;0.1049;0.0451;0.1574;0.4671;7083.3317
535;535;535;535;charter;67.604;151.00799999999998;151.00799999999998;32.604;67.604;0.5333;0.4522;0.0156;0.0058;2916.6666
536;536;536;536;charter;241.64;101.004;101.004;212.64;241.64;0.0678;0.0789;0.0971;0.1648;10416.666
537;537;537;537;charter;60.004;115.808;115.808;25.004;60.004;0.5333;0.4522;0.2413;1.0266;2083.3332
538;538;538;538;charter;77.734;386.464;386.464;42.734;77.734;0.5333;0.4522;0.2413;1.0266;7083.3317
539;539;539;539;boat;47.334;428.064;428.064;47.334;82.334;0.5333;0.0069;0.0361;0.4216;7916.6663
540;540;540;540;charter;43.734;72.072;72.072;19.734;43.734;0.1049;0.0451;0.0023;0.0046;2916.6666
541;541;541;541;charter;48.334;88.87200000000001;88.87200000000001;24.334;48.334;0.1049;0.0079;0.0613;0.3087;3749.9999
542;542;542;542;boat;19.896;305.072;305.072;19.896;54.896;0.5333;0.0069;0.0361;0.4216;6250.0013
543;543;543;543;boat;19.896;305.072;305.072;19.896;54.896;0.5333;0.0069;0.0361;0.4216;6250.0013
544;544;544;544;boat;10.296;54.912;54.912;10.296;34.296;0.1049;0.0079;0.0613;0.3087;2916.6666
545;545;545;545;boat;10.296;157.872;157.872;10.296;45.29600000000001;0.5333;0.0069;0.0361;0.4216;2916.6666
546;546;546;546;boat;17.496;268.272;268.272;17.496;52.496;0.5333;0.4522;0.2413;1.0266;5416.6667
547;547;547;547;charter;40.496;84.272;84.272;5.496;40.496;0.5333;0.4522;0.2413;1.0266;1249.9998
548;548;548;548;pier;10.534;10.534;10.534;13.74;42.74;0.0678;0.0789;0.1643;0.5391;1249.9998
549;549;549;549;pier;24.334;24.334;24.334;31.74;60.74;0.0678;0.0025;0.0499;0.2421;3749.9999
550;550;550;550;beach;15.134;15.134;15.134;19.74;48.74;0.0678;0.0789;0.1643;0.5391;2083.3332
551;551;551;551;boat;24.334;88.87200000000001;88.87200000000001;24.334;48.334;0.1049;0.0451;0.0023;0.0046;3749.9999
552;552;552;552;pier;38.134;38.134;38.134;49.74;78.74;0.0678;0.0025;0.0499;0.2421;6250.0013
553;553;553;553;boat;24.334;88.87200000000001;88.87200000000001;24.334;48.334;0.1049;0.0451;0.1574;0.4671;3749.9999
554;554;554;554;charter;43.734;72.072;72.072;19.734;43.734;0.1049;0.0451;0.0023;0.0046;2916.6666
555;555;555;555;charter;45.29600000000001;157.872;157.872;10.296;45.29600000000001;0.5333;0.4522;0.0156;0.0058;2916.6666
556;556;556;556;boat;37.896;581.072;581.072;37.896;72.896;0.5333;0.4522;0.2413;1.0266;12499.998
557;557;557;557;charter;57.29600000000001;341.872;341.872;22.296;57.29600000000001;0.5333;0.0069;0.0361;0.4216;7083.3317
558;558;558;558;charter;52.496;268.272;268.272;17.496;52.496;0.5333;0.4522;0.0156;0.0058;5416.6667
559;559;559;559;charter;57.29600000000001;341.872;341.872;22.296;57.29600000000001;0.5333;0.4522;0.1665;0.3975;7083.3317
560;560;560;560;beach;17.496;17.496;17.496;78.732;107.732;0.0678;0.0789;0.0014;0.0029;5416.6667
561;561;561;561;charter;47.696000000000005;194.672;194.672;12.696;47.696000000000005;0.5333;0.4522;0.0051;1.0266;3749.9999
562;562;562;562;boat;12.696;67.712;67.712;12.696;36.696;0.1049;0.0451;0.0002;0.0021;3749.9999
563;563;563;563;boat;12.696;67.712;67.712;12.696;36.696;0.1049;0.0079;0.0613;0.3087;3749.9999
564;564;564;564;boat;7.896;42.112;42.112;7.896;31.896;0.1049;0.0451;0.0023;0.0046;2083.3332
565;565;565;565;boat;10.296;157.872;157.872;10.296;45.29600000000001;0.5333;0.4522;0.2413;1.0266;2916.6666
566;566;566;566;pier;12.696;12.696;12.696;57.132;86.132;0.0678;0.0789;0.1643;0.5391;3749.9999
567;567;567;567;beach;89.53200000000001;89.53200000000001;89.53200000000001;89.53200000000001;114.532;0.0678;0.0503;0.023;0.1648;6250.0013
568;568;568;568;boat;46.332;46.332;46.332;46.332;71.332;0.0678;0.0052;0.1491;0.2421;2916.6666
569;569;569;569;boat;19.896;106.112;106.112;19.896;43.896;0.1049;0.0451;0.0023;0.0046;6250.0013
570;570;570;570;pier;22.296;22.296;22.296;100.332;129.332;0.0678;0.0789;0.1643;0.5391;7083.3317
571;571;571;571;charter;42.896;121.072;121.072;7.896;42.896;0.5333;0.4522;0.2413;1.0266;2083.3332
572;572;572;572;charter;42.896;121.072;121.072;7.896;42.896;0.5333;0.4522;0.1665;0.3975;2083.3332
573;573;573;573;boat;17.496;93.312;93.312;17.496;41.496;0.1049;0.0451;0.1574;0.4671;5416.6667
574;574;574;574;boat;10.296;54.912;54.912;10.296;34.296;0.1049;0.0451;0.0023;0.0046;2916.6666
575;575;575;575;boat;15.095999999999998;80.512;80.512;15.095999999999998;39.096;0.1049;0.0079;0.0613;0.3087;4583.332
576;576;576;576;boat;12.696;67.712;67.712;12.696;36.696;0.1049;0.0451;0.0023;0.0046;3749.9999
577;577;577;577;charter;34.296;54.912;54.912;10.296;34.296;0.1049;0.0079;0.0613;0.3087;2916.6666
578;578;578;578;boat;27.096;415.472;415.472;27.096;62.096;0.5333;0.4522;0.0156;0.0058;8750.001
579;579;579;579;charter;45.534;95.264;95.264;10.534;45.534;0.5333;0.0069;0.0361;0.4216;1249.9998
580;580;580;580;beach;37.896;37.896;37.896;170.532;199.532;0.0678;0.0789;0.0014;0.0029;12499.998
581;581;581;581;charter;42.896;121.072;121.072;7.896;42.896;0.5333;0.0069;0.0361;0.4216;2083.3332
582;582;582;582;charter;34.296;54.912;54.912;10.296;34.296;0.1049;0.0451;0.0023;0.0046;2916.6666
583;583;583;583;charter;52.496;268.272;268.272;17.496;52.496;0.5333;0.0069;0.0361;0.4216;5416.6667
584;584;584;584;boat;10.296;157.872;157.872;10.296;45.29600000000001;0.5333;0.4522;0.0051;1.0266;2916.6666
585;585;585;585;boat;10.296;157.872;157.872;10.296;45.29600000000001;0.5333;0.4522;0.0156;0.0058;2916.6666
586;586;586;586;boat;15.095999999999998;80.512;80.512;15.095999999999998;39.096;0.1049;0.0451;0.1574;0.4671;4583.332
587;587;587;587;beach;10.296;10.296;10.296;46.332;75.332;0.0678;0.0789;0.1643;0.5391;2916.6666
588;588;588;588;charter;330.07199999999995;106.112;106.112;305.072;330.07199999999995;0.2537;0.1498;0.0531;0.0052;6250.0013
589;589;589;589;charter;45.29600000000001;157.872;157.872;10.296;45.29600000000001;0.5333;0.4522;0.1665;0.3975;2916.6666
590;590;590;590;boat;106.112;89.53200000000001;89.53200000000001;106.112;135.612;0.0678;0.0503;0.0143;0.0289;6250.0013
591;591;591;591;boat;10.296;54.912;54.912;10.296;34.296;0.1049;0.0451;0.0023;0.0046;2916.6666
592;592;592;592;boat;15.095999999999998;231.472;231.472;15.095999999999998;50.096;0.5333;0.4522;0.0156;0.0058;4583.332
593;593;593;593;boat;17.496;268.272;268.272;17.496;52.496;0.5333;0.0069;0.0361;0.4216;5416.6667
594;594;594;594;charter;53.496;157.312;157.312;29.496;53.496;0.1049;0.0451;0.0023;0.0046;9583.3357
595;595;595;595;charter;42.896;121.072;121.072;7.896;42.896;0.5333;0.0069;0.0361;0.4216;2083.3332
596;596;596;596;charter;50.096;231.472;231.472;15.095999999999998;50.096;0.5333;0.0069;0.0361;0.4216;4583.332
597;597;597;597;boat;22.296;341.872;341.872;22.296;57.29600000000001;0.5333;0.0069;0.0361;0.4216;7083.3317
598;598;598;598;boat;15.095999999999998;80.512;80.512;15.095999999999998;39.096;0.1049;0.0451;0.1574;0.4671;4583.332
599;599;599;599;charter;73.134;344.86400000000003;344.86400000000003;38.134;73.134;0.5333;0.4522;0.2413;1.0266;6250.0013
600;600;600;600;charter;59.334;220.064;220.064;24.334;59.334;0.5333;0.4522;0.0156;0.0058;3749.9999
601;601;601;601;charter;57.534;122.472;122.472;33.534;57.534;0.1049;0.0079;0.0613;0.3087;5416.6667
602;602;602;602;charter;43.734;72.072;72.072;19.734;43.734;0.1049;0.0451;0.0023;0.0046;2916.6666
603;603;603;603;beach;5.934;5.934;5.934;7.74;36.74;0.0678;0.0789;0.0014;0.0029;416.66668
604;604;604;604;charter;50.13399999999999;136.864;136.864;15.134;50.13399999999999;0.5333;0.4522;0.0156;0.0058;2083.3332
605;605;605;605;charter;50.13399999999999;136.864;136.864;15.134;50.13399999999999;0.5333;0.4522;0.0156;0.0058;2083.3332
606;606;606;606;boat;15.134;136.864;136.864;15.134;50.13399999999999;0.5333;0.4522;0.2413;1.0266;2083.3332
607;607;607;607;charter;45.534;95.264;95.264;10.534;45.534;0.5333;0.0069;0.0361;0.4216;1249.9998
608;608;608;608;boat;61.13399999999999;223.272;223.272;61.13399999999999;85.134;0.1049;0.0079;0.0613;0.3087;10416.666
609;609;609;609;boat;42.734;386.464;386.464;42.734;77.734;0.5333;0.0069;0.0361;0.4216;7083.3317
610;610;610;610;charter;68.53399999999999;303.264;303.264;33.534;68.53399999999999;0.5333;0.4522;0.2413;1.0266;5416.6667
611;611;611;611;beach;24.334;24.334;24.334;31.74;60.74;0.0678;0.0789;0.1643;0.5391;3749.9999
612;612;612;612;charter;43.734;72.072;72.072;19.734;43.734;0.1049;0.0079;0.0613;0.3087;2916.6666
613;613;613;613;boat;72.634;265.272;265.272;72.634;96.634;0.1049;0.0079;0.0613;0.3087;12499.998
614;614;614;614;boat;19.734;178.46400000000003;178.46400000000003;19.734;54.734;0.5333;0.4522;0.2413;1.0266;2916.6666
615;615;615;615;charter;34.296;54.912;54.912;10.296;34.296;0.1049;0.0451;0.1574;0.4671;2916.6666
616;616;616;616;pier;22.296;22.296;22.296;100.332;129.332;0.0678;0.0789;0.1643;0.5391;7083.3317
617;617;617;617;boat;37.896;581.072;581.072;37.896;72.896;0.5333;0.4522;0.2413;1.0266;12499.998
618;618;618;618;boat;12.696;67.712;67.712;12.696;36.696;0.1049;0.0451;0.1574;0.4671;3749.9999
619;619;619;619;boat;17.496;93.312;93.312;17.496;41.496;0.1049;0.0451;0.0238;0.0468;5416.6667
620;620;620;620;beach;93.312;93.312;93.312;93.312;111.812;0.2537;0.1498;0.0233;0.0219;5416.6667
621;621;621;621;charter;59.334;220.064;220.064;24.334;59.334;0.5333;0.4522;0.0156;0.0058;3749.9999
622;622;622;622;charter;54.734;178.46400000000003;178.46400000000003;19.734;54.734;0.5333;0.4522;0.2413;1.0266;2916.6666
623;623;623;623;boat;72.634;265.272;265.272;72.634;96.634;0.1049;0.0451;0.1574;0.4671;12499.998
624;624;624;624;pier;56.534;56.534;56.534;73.74;102.74;0.0678;0.0789;0.1643;0.5391;9583.3357
625;625;625;625;charter;57.534;122.472;122.472;33.534;57.534;0.1049;0.0451;0.0238;0.0468;5416.6667
626;626;626;626;beach;15.134;15.134;15.134;19.74;48.74;0.0678;0.0789;0.1643;0.5391;2083.3332
627;627;627;627;boat;28.934;261.664;261.664;28.934;63.934;0.5333;0.0069;0.0361;0.4216;4583.332
628;628;628;628;beach;42.734;42.734;42.734;55.74;84.74;0.0678;0.0789;0.1643;0.5391;7083.3317
629;629;629;629;boat;51.934;189.672;189.672;51.934;75.934;0.1049;0.0451;0.0023;0.0046;8750.001
630;630;630;630;boat;38.134;344.86400000000003;344.86400000000003;38.134;73.134;0.5333;0.4522;0.2413;1.0266;6250.0013
631;631;631;631;boat;10.296;54.912;54.912;10.296;34.296;0.1049;0.0451;0.0023;0.0046;2916.6666
632;632;632;632;boat;10.296;157.872;157.872;10.296;45.29600000000001;0.5333;0.0069;0.0361;0.4216;2916.6666
633;633;633;633;charter;62.096;415.472;415.472;27.096;62.096;0.5333;0.0069;0.0361;0.4216;8750.001
634;634;634;634;boat;37.896;581.072;581.072;37.896;72.896;0.5333;0.4522;0.0156;0.0058;12499.998
635;635;635;635;charter;59.696000000000005;378.672;378.672;24.696;59.696000000000005;0.5333;0.4522;0.1665;0.3975;7916.6663
636;636;636;636;boat;106.112;19.896;19.896;106.112;141.112;0.0678;0.0025;0.0108;0.2377;6250.0013
637;637;637;637;charter;36.696;67.712;67.712;12.696;36.696;0.1049;0.0451;0.0238;0.0468;3749.9999
638;638;638;638;pier;17.496;17.496;17.496;78.732;107.732;0.0678;0.0025;0.0499;0.2421;5416.6667
639;639;639;639;boat;29.496;452.272;452.272;29.496;64.49600000000001;0.5333;0.4522;0.2413;1.0266;9583.3357
640;640;640;640;charter;41.496;93.312;93.312;17.496;41.496;0.1049;0.0079;0.0613;0.3087;5416.6667
641;641;641;641;pier;12.696;12.696;12.696;57.132;86.132;0.0678;0.0789;0.1643;0.5391;3749.9999
642;642;642;642;boat;37.896;202.112;202.112;37.896;61.896;0.1049;0.0451;0.0023;0.0046;12499.998
643;643;643;643;charter;66.896;489.072;489.072;31.896;66.896;0.5333;0.4522;0.2413;1.0266;10416.666
644;644;644;644;boat;10.296;54.912;54.912;10.296;34.296;0.1049;0.0079;0.0613;0.3087;2916.6666
645;645;645;645;pier;5.496;5.496;5.496;24.732;53.732;0.0678;0.0025;0.0499;0.2421;1249.9998
646;646;646;646;charter;89.912;10.296;10.296;54.912;89.912;0.0678;0.0789;0.0897;1.0905;2916.6666
647;647;647;647;boat;67.712;12.696;12.696;67.712;102.712;0.0678;0.0789;0.0102;0.0209;3749.9999
648;648;648;648;charter;50.096;231.472;231.472;15.095999999999998;50.096;0.5333;0.0069;0.0361;0.4216;4583.332
649;649;649;649;beach;10.296;10.296;10.296;46.332;75.332;0.0678;0.0789;0.1643;0.5391;2916.6666
650;650;650;650;boat;7.896;42.112;42.112;7.896;31.896;0.1049;0.0451;0.1574;0.4671;2083.3332
651;651;651;651;charter;50.096;231.472;231.472;15.095999999999998;50.096;0.5333;0.4522;0.1665;0.3975;4583.332
652;652;652;652;charter;42.896;121.072;121.072;7.896;42.896;0.5333;0.0069;0.0361;0.4216;2083.3332
653;653;653;653;boat;15.095999999999998;231.472;231.472;15.095999999999998;50.096;0.5333;0.4522;0.0156;0.0058;4583.332
654;654;654;654;pier;10.296;10.296;10.296;46.332;75.332;0.0678;0.0789;0.1643;0.5391;2916.6666
655;655;655;655;beach;5.496;5.496;5.496;24.732;53.732;0.0678;0.0789;0.1643;0.5391;1249.9998
656;656;656;656;boat;37.896;202.112;202.112;37.896;61.896;0.1049;0.0451;0.0238;0.0468;12499.998
657;657;657;657;pier;78.732;78.732;78.732;78.732;103.732;0.0678;0.0503;0.2601;0.5391;5416.6667
658;658;658;658;boat;17.496;268.272;268.272;17.496;52.496;0.5333;0.4522;0.2413;1.0266;5416.6667
659;659;659;659;beach;9.87;9.87;9.87;32.9;51.4;0.2537;0.1498;0.2339;0.6288;2083.3332
660;660;660;660;pier;36.87;36.87;36.87;122.9;141.4;0.2537;0.1498;0.2339;0.6288;9583.3357
661;661;661;661;charter;247.64;276.432;276.432;212.64;247.64;0.5333;0.0069;0.0361;0.4216;10416.666
662;662;662;662;charter;39.37;100.016;100.016;9.87;39.37;0.0678;0.0052;0.0732;0.1726;2083.3332
663;663;663;663;charter;183.64;193.232;193.232;148.64;183.64;0.5333;0.4522;0.2413;1.0266;7083.3317
664;664;664;664;boat;9.87;52.64;52.64;9.87;44.87;0.0678;0.0789;0.0102;0.0209;2083.3332
665;665;665;665;boat;18.87;191.216;191.216;18.87;48.37;0.0678;0.0503;0.0143;0.0289;4583.332
666;666;666;666;beach;47.37;47.37;47.37;157.9;176.4;0.2537;0.1498;0.0233;0.0219;12499.998
667;667;667;667;charter;47.87;68.64;68.64;12.87;47.87;0.0678;0.0789;0.0897;1.0905;2916.6666
668;668;668;668;boat;47.37;252.64;252.64;47.37;82.37;0.0678;0.0789;0.0102;0.0209;12499.998
669;669;669;669;boat;18.87;191.216;191.216;18.87;48.37;0.0678;0.0503;0.0143;0.0289;4583.332
670;670;670;670;boat;12.87;68.64;68.64;12.87;47.87;0.0678;0.0025;0.0108;0.2377;2916.6666
671;671;671;671;boat;15.87;160.816;160.816;15.87;45.37;0.0678;0.0503;0.0143;0.0289;3749.9999
672;672;672;672;boat;27.87;148.64;148.64;27.87;62.87;0.0678;0.0789;0.0559;0.6456;7083.3317
673;673;673;673;boat;15.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0102;0.0209;3749.9999
674;674;674;674;charter;68.87;180.64;180.64;33.87;68.87;0.0678;0.0789;0.0102;0.0209;8750.001
675;675;675;675;beach;9.87;9.87;9.87;32.9;51.4;0.2537;0.1498;0.2339;0.6288;2083.3332
676;676;676;676;charter;53.87;100.64;100.64;18.87;53.87;0.0678;0.0789;0.0897;1.0905;4583.332
677;677;677;677;boat;27.87;148.64;148.64;27.87;62.87;0.0678;0.0789;0.0102;0.0209;7083.3317
678;678;678;678;boat;27.87;148.64;148.64;27.87;62.87;0.0678;0.0789;0.0102;0.0209;7083.3317
679;679;679;679;boat;18.87;191.216;191.216;18.87;48.37;0.0678;0.0503;0.0143;0.0289;4583.332
680;680;680;680;charter;47.87;68.64;68.64;12.87;47.87;0.0678;0.0025;0.0108;0.2377;2916.6666
681;681;681;681;boat;18.87;100.64;100.64;18.87;53.87;0.0678;0.0789;0.0102;0.0209;4583.332
682;682;682;682;boat;18.87;191.216;191.216;18.87;48.37;0.0678;0.0503;0.0143;0.0289;4583.332
683;683;683;683;charter;59.87;132.64;132.64;24.87;59.87;0.0678;0.0789;0.0897;1.0905;6250.0013
684;684;684;684;charter;41.87;36.64;36.64;6.87;41.87;0.0678;0.0789;0.0559;0.6456;1249.9998
685;685;685;685;charter;44.87;52.64;52.64;9.87;44.87;0.0678;0.0789;0.0102;0.0209;2083.3332
686;686;686;686;beach;12.87;12.87;12.87;42.9;61.4;0.2537;0.1498;0.2339;0.6288;2916.6666
687;687;687;687;pier;47.37;47.37;47.37;157.9;176.4;0.2537;0.1498;0.2339;0.6288;12499.998
688;688;688;688;beach;27.87;27.87;27.87;92.9;111.4;0.2537;0.1498;0.2339;0.6288;7083.3317
689;689;689;689;pier;18.87;18.87;18.87;62.9;81.4;0.2537;0.1498;0.2339;0.6288;4583.332
690;690;690;690;charter;45.37;160.816;160.816;15.87;45.37;0.0678;0.0503;0.0016;0.1176;3749.9999
691;691;691;691;charter;65.87;164.64;164.64;30.87;65.87;0.0678;0.0789;0.0897;1.0905;7916.6663
692;692;692;692;boat;18.87;191.216;191.216;18.87;48.37;0.0678;0.0503;0.0143;0.0289;4583.332
693;693;693;693;boat;15.87;84.64;84.64;15.87;50.87;0.0678;0.0789;0.0102;0.0209;3749.9999
694;694;694;694;charter;197.432;24.87;24.87;172.43200000000002;197.432;0.2537;0.1498;0.6817;2.3014;6250.0013
695;695;695;695;beach;12.87;12.87;12.87;42.9;61.4;0.2537;0.1498;0.0082;0.0044;2916.6666
696;696;696;696;boat;21.87;116.64;116.64;21.87;56.87;0.0678;0.0789;0.0897;1.0905;5416.6667
697;697;697;697;pier;33.87;33.87;33.87;112.9;131.4;0.2537;0.1498;0.2339;0.6288;8750.001
698;698;698;698;boat;24.87;252.016;252.016;24.87;54.37;0.0678;0.0503;0.0016;0.1176;6250.0013
699;699;699;699;boat;24.87;252.016;252.016;24.87;54.37;0.0678;0.0503;0.0143;0.0289;6250.0013
700;700;700;700;pier;24.87;24.87;24.87;82.9;101.4;0.2537;0.1498;0.2339;0.6288;6250.0013
701;701;701;701;boat;18.87;100.64;100.64;18.87;53.87;0.0678;0.0789;0.0559;0.6456;4583.332
702;702;702;702;charter;53.87;100.64;100.64;18.87;53.87;0.0678;0.0789;0.0559;0.6456;4583.332
703;703;703;703;boat;18.87;100.64;100.64;18.87;53.87;0.0678;0.0789;0.0559;0.6456;4583.332
704;704;704;704;pier;6.87;6.87;6.87;22.9;41.4;0.2537;0.1498;0.0233;0.0219;1249.9998
705;705;705;705;pier;15.87;15.87;15.87;68.77;87.27;0.2537;0.1498;0.0233;0.0219;3749.9999
706;706;706;706;boat;18.87;221.408;221.408;18.87;48.37;0.0678;0.0503;0.0143;0.0289;4583.332
707;707;707;707;beach;27.87;27.87;27.87;120.77;139.27;0.2537;0.1498;0.0233;0.0219;7083.3317
708;708;708;708;beach;9.87;9.87;9.87;42.77;61.27;0.2537;0.1498;0.0233;0.0219;2083.3332
709;709;709;709;pier;9.87;9.87;9.87;42.77;61.27;0.2537;0.1498;0.2339;0.6288;2083.3332
710;710;710;710;pier;15.87;15.87;15.87;68.77;87.27;0.2537;0.1498;0.0233;0.0219;3749.9999
711;711;711;711;beach;18.87;18.87;18.87;81.77;100.27;0.2537;0.1498;0.2339;0.6288;4583.332
712;712;712;712;charter;56.87;116.64;116.64;21.87;56.87;0.0678;0.0789;0.0102;0.0209;5416.6667
